tenure_months,monthly_charges,total_charges,internet_service,contract_type,payment_method,support_tickets,customer_churn
26,48.75763401417576,1796.940756133732,DSL,Two year,Electronic,3,No
16,23.32304048530313,474.8201195493875,No,Two year,Bank transfer,1,No
51,61.82812088500573,3010.8926472990006,No,Two year,Credit card,2,No
57,7.145274319600439,188.22572409542764,Fiber,Month-to-month,Mailed check,3,Yes
29,77.62521676738606,2321.0197711373135,DSL,Month-to-month,Credit card,2,No
69,62.22248672259323,4497.314092616076,DSL,Month-to-month,Mailed check,0,No
47,107.01060764128107,4967.010665961077,No,Month-to-month,Bank transfer,0,Yes
62,89.46772631520986,4130.739246154907,DSL,Month-to-month,Bank transfer,1,No
69,28.240109884359697,1957.0129401420609,DSL,One year,Electronic,4,No
16,44.84837526646344,-3.1670265414736605,DSL,Month-to-month,Mailed check,1,No
48,85.61993261602628,4005.030482744723,Fiber,One year,Bank transfer,0,Yes
39,95.41237029955104,3018.80031314767,Fiber,Month-to-month,Electronic,2,No
33,106.6750274466064,2812.027088198278,No,Month-to-month,Mailed check,0,Yes
23,106.43527855916045,3065.5723178349544,DSL,One year,Mailed check,3,Yes
10,67.31432169256283,513.0972264534331,DSL,One year,Credit card,3,Yes
69,80.87966866753507,5382.366058148961,No,One year,Mailed check,2,No
34,108.96215511831389,3945.975298436968,No,One year,Credit card,4,Yes
52,60.900746141921545,2981.543537843694,DSL,Month-to-month,Mailed check,0,No
10,81.3917856082037,1865.820902145742,Fiber,One year,Bank transfer,4,Yes
19,60.19357660961045,1007.1680752195889,DSL,Month-to-month,Bank transfer,1,No
58,53.47155656603719,3283.912986821662,No,Month-to-month,Credit card,2,No
1,71.4515535485741,556.9222192370046,DSL,Month-to-month,Mailed check,1,Yes
69,49.37369645981226,4207.911668530501,No,Month-to-month,Bank transfer,1,Yes
4,66.07252081690753,-106.7129845611899,Fiber,Month-to-month,Bank transfer,4,Yes
16,38.95135406403602,414.23991310525395,Fiber,Two year,Mailed check,0,No
24,64.30016838452862,2180.4999788754444,DSL,Two year,Electronic,0,No
2,83.45170880847584,571.9345696432973,Fiber,Month-to-month,Electronic,3,Yes
32,52.337093913796124,2212.3749730757054,Fiber,Month-to-month,Electronic,1,No
24,70.27875257592738,1002.337790042423,DSL,Month-to-month,Credit card,2,No
12,74.18027780863792,1664.1632106656643,Fiber,Month-to-month,Electronic,1,No
50,83.57604675464005,3798.0985660896,No,Two year,Electronic,2,No
35,65.99260476084352,2405.8876557004714,Fiber,Month-to-month,Bank transfer,3,No
33,102.57599025603417,3310.8962396532424,Fiber,One year,Mailed check,3,No
33,6.972434156442461,-209.15109111143389,DSL,Month-to-month,Mailed check,1,No
61,158.1325854150332,8939.819828606524,Fiber,Two year,Electronic,1,Yes
51,43.8659870788745,1365.2412827061505,DSL,Month-to-month,Credit card,1,Yes
43,82.10170070062233,3589.882333153748,Fiber,One year,Credit card,2,No
12,41.84596269382454,-260.5079927908333,No,Month-to-month,Credit card,2,No
67,89.32804478527905,5418.071203070254,Fiber,One year,Mailed check,4,No
65,78.29707457784784,4980.291908460999,DSL,Month-to-month,Bank transfer,4,Yes
33,50.47859387964731,346.38934789841164,DSL,Month-to-month,Electronic,4,No
40,102.19262036230938,4477.194670514376,Fiber,Two year,Electronic,2,Yes
43,65.08117361194236,1593.5463817601174,Fiber,Two year,Electronic,2,No
44,86.41647814171012,3763.6388425688588,No,Two year,Bank transfer,0,No
29,42.48520584411892,1239.5805827765932,No,One year,Mailed check,2,No
13,69.0733709328526,1166.9846822179882,Fiber,Two year,Mailed check,1,No
12,130.10221801546314,1540.386214990611,DSL,Month-to-month,Electronic,2,Yes
46,98.8889658734239,5557.846412094119,DSL,Month-to-month,Mailed check,2,No
2,79.22862266353155,266.6156861113135,DSL,Month-to-month,Bank transfer,1,Yes
35,56.53237517170612,2505.439330631544,DSL,One year,Mailed check,5,No
8,72.02495607625026,214.46824417485817,Fiber,Month-to-month,Bank transfer,1,Yes
26,75.92697970517146,2034.479875429192,Fiber,Month-to-month,Electronic,3,No
34,83.47685304759236,3611.998051132603,Fiber,One year,Credit card,2,No
7,37.70018475467003,145.0537309378698,DSL,Two year,Bank transfer,3,Yes
68,90.05223882827096,6219.6696224200405,DSL,Month-to-month,Electronic,4,No
58,37.31220705116042,2654.534733536042,DSL,Month-to-month,Electronic,1,No
29,118.93377556845616,3077.964731389411,DSL,Month-to-month,Bank transfer,0,Yes
36,46.85115032749365,605.8612451301747,No,Month-to-month,Credit card,4,No
21,78.89884959028527,1784.662668252175,DSL,Month-to-month,Mailed check,3,No
36,100.15427719834054,4099.8885638192605,Fiber,One year,Electronic,1,Yes
10,62.42859869606651,-51.43689548532052,DSL,One year,Credit card,2,Yes
24,80.21800057299575,2260.3419623905675,No,One year,Bank transfer,4,No
64,113.05544647570156,7574.031768114668,Fiber,Month-to-month,Mailed check,3,Yes
49,86.93208963679798,3122.9242626454497,DSL,Two year,Mailed check,1,No
36,80.66651889023058,2435.8503638449147,Fiber,Month-to-month,Electronic,0,No
24,19.456438155386138,269.0401253634362,Fiber,Month-to-month,Bank transfer,4,No
23,41.988332417793316,875.9196454916278,No,Two year,Mailed check,1,No
62,101.40760382950036,5915.704305045031,DSL,Month-to-month,Credit card,1,Yes
37,87.09850916024146,2824.143437137843,No,Month-to-month,Mailed check,3,No
12,91.64398821355223,1935.469304153673,No,Two year,Mailed check,3,No
55,89.06190796644691,4844.625372225126,No,Month-to-month,Bank transfer,2,No
13,108.69269585126122,1065.483215991526,Fiber,One year,Credit card,0,Yes
23,62.15800225134632,1409.0493133246903,Fiber,Month-to-month,Credit card,3,Yes
30,73.61499876367903,2476.9953794409425,Fiber,One year,Mailed check,1,No
17,39.13977000612748,691.1892784597711,Fiber,Month-to-month,Bank transfer,1,No
62,31.659322496908715,1860.0141993943535,Fiber,Month-to-month,Bank transfer,2,No
13,20.687778532358273,-56.06721341456904,Fiber,One year,Mailed check,1,No
59,43.445095030004566,2232.19518403647,Fiber,Month-to-month,Electronic,1,Yes
19,116.57685446468926,1916.056041586416,Fiber,Month-to-month,Mailed check,2,Yes
49,23.418187965518868,1316.898510715793,No,Month-to-month,Electronic,1,No
12,60.89392043268406,233.63699899131512,DSL,Month-to-month,Credit card,3,No
61,31.205640290615264,2100.178669462642,No,Month-to-month,Mailed check,1,No
19,51.970781109899164,1693.942218901499,Fiber,Month-to-month,Credit card,1,No
9,75.09081377056059,838.6710028416451,No,Two year,Mailed check,4,Yes
71,48.996523803849755,3293.960425614764,Fiber,Month-to-month,Bank transfer,1,No
28,102.68994595049384,2226.255044086512,DSL,Month-to-month,Mailed check,3,No
52,116.01934362548701,6822.059272481081,No,Month-to-month,Electronic,1,Yes
16,2.5271281583218297,-544.574774766307,DSL,Month-to-month,Mailed check,0,Yes
69,49.51023008946632,3840.48689341105,No,Two year,Electronic,3,No
12,71.77426366817268,1180.5500943153147,Fiber,Month-to-month,Bank transfer,1,No
25,103.78351078046143,2476.2034680295055,Fiber,Two year,Mailed check,0,No
52,56.37267174540213,2799.8895288705717,DSL,Month-to-month,Bank transfer,3,No
53,69.4019381426257,2760.4470845386513,Fiber,One year,Electronic,1,No
23,35.29767324844154,976.8789851204662,DSL,One year,Electronic,1,No
16,24.016124432129637,694.2211571119766,DSL,Two year,Mailed check,4,No
57,113.361540687488,5917.067761112914,DSL,One year,Credit card,2,No
39,15.277903783211897,517.9275103807126,DSL,One year,Bank transfer,3,No
53,139.85857025264698,7431.435180894766,No,Month-to-month,Mailed check,2,Yes
42,91.75454198145225,4145.977077195778,No,Month-to-month,Mailed check,1,Yes
58,90.39919226550268,5245.054689460749,DSL,Two year,Electronic,0,Yes
39,87.2640600248329,2590.138663987691,Fiber,Month-to-month,Credit card,2,No
14,62.41942935997108,608.9031263083505,DSL,Month-to-month,Bank transfer,0,Yes
5,81.76253589102608,521.1255721496401,Fiber,One year,Electronic,3,Yes
35,64.33309936646575,2672.4226488461804,No,Month-to-month,Bank transfer,1,No
18,86.59219829321438,1249.8412645807352,No,Two year,Electronic,0,No
9,68.98940419273852,1714.7295750096564,Fiber,One year,Credit card,1,Yes
58,41.489554506947954,1459.157626984499,Fiber,One year,Electronic,1,No
17,43.882821512147316,464.15787817755387,DSL,Two year,Bank transfer,4,No
7,40.4718287412249,241.7859994421877,No,Month-to-month,Electronic,3,Yes
46,99.12702195802929,4459.468428292916,DSL,Month-to-month,Bank transfer,3,Yes
13,51.47660162622705,53.12465623353535,Fiber,Month-to-month,Bank transfer,1,No
40,12.636905167454195,729.4070805740647,Fiber,Month-to-month,Bank transfer,2,No
42,81.90515997546416,3625.563744626456,Fiber,One year,Bank transfer,3,No
9,115.43552687768744,1062.9004648899602,DSL,Two year,Credit card,3,Yes
50,93.1924956753258,4825.546715395548,No,Month-to-month,Electronic,4,No
27,51.90029304334863,1189.4197064463979,DSL,Month-to-month,Mailed check,0,No
66,22.395648532147327,669.4313280674397,Fiber,Two year,Electronic,0,No
5,65.97195689927469,-28.460150529748944,DSL,Month-to-month,Credit card,3,Yes
29,65.22328365709869,1970.0025167605827,DSL,Month-to-month,Mailed check,2,Yes
37,40.92401169058702,1595.5606399749179,Fiber,Month-to-month,Bank transfer,1,No
38,86.53111906727612,3308.8720508494166,Fiber,Two year,Bank transfer,1,No
8,125.39879502491418,1277.5444941918292,DSL,One year,Electronic,1,Yes
65,76.66848152374853,4692.878276318646,DSL,One year,Electronic,3,No
17,74.81428620996537,1285.1833941246794,Fiber,Two year,Electronic,1,No
71,41.88315853498532,3259.7506451864183,Fiber,Month-to-month,Mailed check,0,No
45,111.92244109181117,4994.064939880325,No,Month-to-month,Electronic,1,Yes
4,67.7456749956995,-350.67926422025135,DSL,Two year,Electronic,5,Yes
36,52.63110234417488,1413.975499562527,DSL,Month-to-month,Credit card,1,No
70,71.91065180954848,5449.1717888080775,DSL,One year,Credit card,0,No
31,84.15883999739827,3305.1601213906324,DSL,Two year,Mailed check,3,No
19,74.17646225934709,1996.9943368396193,Fiber,One year,Mailed check,2,No
61,106.18460187011775,6593.3386889482,Fiber,One year,Electronic,1,Yes
54,81.51914657640587,3800.4676141175705,DSL,Two year,Bank transfer,1,No
39,61.48174567352395,2394.612302881,DSL,Two year,Credit card,4,No
19,82.0357664898067,2339.807129281538,DSL,Month-to-month,Electronic,1,No
39,84.98911303377872,3623.8195985456077,No,Month-to-month,Electronic,2,No
67,31.10872242208474,1980.5456409377414,No,Month-to-month,Bank transfer,2,No
45,104.48259184791144,5016.0292495766225,DSL,One year,Bank transfer,1,Yes
13,60.97287941915923,157.94982914126763,DSL,Month-to-month,Electronic,4,Yes
58,61.7403032948371,3233.1019021764505,No,One year,Bank transfer,1,No
20,92.54127961227837,1308.729896734405,No,Month-to-month,Mailed check,0,No
61,92.41495672778744,5872.09826956925,Fiber,One year,Mailed check,2,No
39,48.97504963401743,2267.078685586726,DSL,Month-to-month,Bank transfer,0,No
1,94.08704854437059,17.17403494518726,DSL,One year,Credit card,3,Yes
3,53.18655545531428,-276.9051720038402,Fiber,One year,Mailed check,0,Yes
62,124.58719140095967,7714.531320092186,DSL,Month-to-month,Credit card,5,Yes
63,45.15418056202709,2601.423430070803,DSL,Month-to-month,Mailed check,3,No
25,77.1843238511769,1531.5227439325502,Fiber,One year,Bank transfer,1,No
56,46.539470892771774,2775.707212649843,DSL,Month-to-month,Mailed check,2,Yes
33,136.68086887405224,4131.472561584387,Fiber,Month-to-month,Credit card,2,Yes
38,32.86537167738652,465.7092572586415,DSL,Two year,Credit card,2,No
6,85.73088241758731,-157.67194067606954,DSL,One year,Electronic,1,Yes
58,47.95268756566601,1979.6256454006539,Fiber,Two year,Credit card,4,No
44,59.37677075656039,2736.3338715767595,DSL,Month-to-month,Credit card,1,No
45,83.60613501235528,3837.4787946440697,No,Month-to-month,Bank transfer,4,Yes
32,106.73753312878429,3465.8611073751786,Fiber,Two year,Electronic,0,Yes
45,118.70189686897137,5635.451185343683,DSL,One year,Credit card,2,No
61,23.891561199210386,2053.3646612103917,Fiber,One year,Credit card,2,No
47,78.03253673093387,3371.395960941334,DSL,Month-to-month,Electronic,1,Yes
21,113.78480810150565,2592.7197087508275,No,Month-to-month,Credit card,4,Yes
36,19.440671837141785,-89.94356756583409,DSL,Month-to-month,Electronic,2,Yes
19,79.43150482164542,2198.5534647429386,Fiber,Month-to-month,Electronic,4,No
20,69.93748607739448,776.3341024388112,DSL,Month-to-month,Mailed check,2,No
57,82.43625443139365,4343.825943069219,Fiber,Month-to-month,Bank transfer,3,No
18,46.83087924020574,544.1010694571571,No,Two year,Bank transfer,3,No
47,26.931435153596794,502.64195385794324,No,Month-to-month,Electronic,1,Yes
49,12.606807244629245,634.021343691114,DSL,One year,Credit card,0,No
14,99.29151860386308,1497.033194554824,DSL,Two year,Electronic,1,No
15,103.12147409450061,1452.1152759267343,No,One year,Electronic,2,Yes
31,79.08056046987957,1681.3735585507284,No,Month-to-month,Electronic,2,No
1,53.975549509357094,1045.668666935213,DSL,One year,Bank transfer,4,Yes
54,21.30862319602764,1425.2810508363166,Fiber,One year,Credit card,1,No
3,86.90036387515072,1577.8121134504315,DSL,One year,Bank transfer,3,Yes
16,36.97662151489945,189.07132429524495,No,One year,Credit card,4,No
57,48.66104125718387,3252.6204657479684,DSL,Two year,Electronic,4,No
12,52.40307761311844,1018.473875054503,DSL,One year,Mailed check,1,No
16,64.07394322909096,879.8955401167742,Fiber,Month-to-month,Mailed check,2,No
24,47.22878658374055,1839.0163285393853,DSL,One year,Mailed check,3,No
28,71.00376312976908,1785.4003638266452,Fiber,Month-to-month,Electronic,0,No
8,51.34545098480826,230.3178981661625,Fiber,Two year,Bank transfer,1,Yes
36,91.04119194517668,1541.7679640571691,DSL,Month-to-month,Mailed check,2,No
8,100.9318874196416,1011.9691262284514,DSL,Month-to-month,Bank transfer,3,Yes
58,73.25628028085315,3586.1093004482796,Fiber,Two year,Mailed check,2,No
60,83.87879006143308,4757.366805838229,DSL,One year,Electronic,1,No
50,133.53567848877668,6163.67410506632,Fiber,Month-to-month,Bank transfer,1,Yes
28,34.821902294160516,791.8974945773637,No,Month-to-month,Electronic,0,No
41,32.99595696159683,1574.774350534188,Fiber,Two year,Credit card,2,No
64,90.84993702330624,5819.966751015978,DSL,Month-to-month,Bank transfer,2,No
27,128.39628512544297,3821.5203436398638,DSL,Two year,Electronic,1,Yes
63,62.18504314183832,4550.47248572863,DSL,Month-to-month,Credit card,2,No
17,121.80501526656282,1886.2872911926504,DSL,One year,Mailed check,3,Yes
33,72.89301156380469,2166.185760597498,Fiber,Two year,Electronic,2,No
29,49.57338153882755,1916.4918914570037,Fiber,Month-to-month,Bank transfer,2,No
13,40.2792283408689,1042.1536128012604,DSL,Month-to-month,Electronic,3,Yes
46,88.88240754660363,4458.886181195291,DSL,Month-to-month,Credit card,2,No
35,42.5512279665191,1013.2035754584938,DSL,One year,Credit card,2,No
6,72.43830528301083,645.9573644488669,Fiber,One year,Credit card,1,Yes
69,117.50395076152282,8162.507904568719,DSL,One year,Mailed check,4,Yes
47,60.79658821385888,3383.704116726199,Fiber,Month-to-month,Mailed check,5,Yes
25,109.42028423931697,2449.07106121405,DSL,Month-to-month,Bank transfer,1,Yes
66,33.5636953082078,1381.8987447667566,No,Month-to-month,Electronic,1,No
10,53.982726960496,884.9456697950964,No,Month-to-month,Mailed check,4,Yes
56,27.785679213552505,276.8138443303892,DSL,One year,Mailed check,2,No
30,72.18990267920073,1799.9403784278568,DSL,Two year,Electronic,4,No
5,93.40234539149749,-44.58602870165976,Fiber,One year,Mailed check,3,Yes
33,72.25561262818559,1869.467881277251,DSL,Month-to-month,Credit card,2,No
65,106.81150179910455,6568.2318814642485,Fiber,Two year,Credit card,2,No
18,47.5246227811261,1464.1299949360846,No,One year,Electronic,0,No
49,76.76028261067202,4171.531557426116,Fiber,Two year,Electronic,2,No
11,54.17592029158431,470.06978221117487,No,One year,Electronic,0,Yes
26,80.85029756270966,2668.919472559976,DSL,Month-to-month,Credit card,4,Yes
63,85.11208138637278,4830.912549758298,DSL,Month-to-month,Electronic,3,No
59,87.47187879952187,4561.699156298212,Fiber,One year,Bank transfer,3,No
27,37.88216985293194,1454.6169156524575,DSL,Month-to-month,Electronic,0,No
49,43.30761694640294,2411.8948450350676,Fiber,Month-to-month,Bank transfer,4,No
33,48.87136875426433,1382.6234680990613,DSL,One year,Mailed check,2,No
1,62.833577564002084,-504.8968692850632,DSL,One year,Bank transfer,1,Yes
21,72.61559212619291,2254.793372169021,No,One year,Electronic,1,No
55,91.24267365570029,4158.295775589607,DSL,Month-to-month,Bank transfer,3,No
6,44.55703901982305,-31.87073355284184,No,Month-to-month,Electronic,2,Yes
69,21.969421068947433,1630.1783175163216,No,One year,Bank transfer,1,No
5,134.6722948962037,1574.4438786967414,Fiber,Two year,Credit card,2,Yes
3,36.0564093804271,299.7193341778914,Fiber,One year,Electronic,1,Yes
53,95.08971168986653,5279.907046069575,Fiber,Two year,Credit card,2,No
23,70.93800631746024,1346.8822952275218,No,One year,Bank transfer,3,No
53,77.53916922419141,4393.816081519443,DSL,One year,Electronic,2,No
37,69.95348482492292,2640.9335989616916,Fiber,Month-to-month,Mailed check,1,Yes
17,58.45474354158623,199.49836999818694,Fiber,One year,Electronic,0,No
1,83.91916848770377,480.3865952342573,Fiber,One year,Bank transfer,0,Yes
51,56.84238381228113,3384.158269349763,Fiber,One year,Bank transfer,1,No
45,104.98908241710369,5126.191233180247,DSL,Month-to-month,Electronic,2,Yes
4,87.05323018768463,364.87688358363954,Fiber,One year,Mailed check,2,Yes
62,87.98782339844482,4977.156609128755,No,Month-to-month,Credit card,2,No
65,54.786308198302294,2406.5181672472163,DSL,One year,Credit card,1,No
32,62.909357887330124,2091.6262550952893,No,Month-to-month,Mailed check,1,Yes
34,34.36261574073805,1709.2999650555184,Fiber,Two year,Credit card,2,No
39,59.40951829823313,2814.737448172633,No,Month-to-month,Mailed check,0,Yes
26,38.902722509311076,1419.507206939012,Fiber,Month-to-month,Mailed check,1,No
34,109.39205546766145,3682.224396625794,Fiber,Month-to-month,Credit card,3,Yes
54,71.51607446782019,4405.6001082780385,DSL,One year,Mailed check,0,No
3,75.11491705121293,687.4256630815902,No,Month-to-month,Mailed check,0,Yes
50,63.24560417949936,2950.963428614189,DSL,Month-to-month,Mailed check,1,No
12,75.92736766154223,1249.4274202464305,No,One year,Credit card,1,No
65,143.9463290757305,9088.531817217836,No,Month-to-month,Credit card,0,Yes
54,60.995791468225256,3563.784855092625,DSL,Two year,Mailed check,2,No
5,50.48760895870019,-397.12027735703253,DSL,Two year,Mailed check,2,Yes
57,85.89079398716328,4284.669352931845,Fiber,One year,Mailed check,2,No
17,-5.771559008074647,430.98702033468476,DSL,Month-to-month,Bank transfer,0,No
47,71.91870360732798,3848.9591306467973,No,One year,Electronic,3,No
23,58.848612901212974,1670.3238670158141,DSL,Month-to-month,Bank transfer,0,No
14,40.23060201891717,607.2128387912555,DSL,Month-to-month,Mailed check,2,No
66,85.232730109345,4429.722971704696,No,Month-to-month,Mailed check,3,No
51,71.61965255337378,3615.1643111188177,Fiber,Two year,Electronic,4,No
38,15.927732775173489,832.3454290515116,No,Month-to-month,Electronic,2,No
64,50.604114364226874,2971.2966955307243,DSL,One year,Credit card,2,No
38,-16.648136155781742,-988.876270323825,Fiber,One year,Mailed check,1,No
50,78.7980794240051,4662.114165277101,Fiber,Month-to-month,Electronic,4,Yes
30,78.49898255320471,2324.8249809003355,Fiber,Month-to-month,Mailed check,3,No
51,46.2015431849898,2583.67628725567,Fiber,Two year,Mailed check,3,No
63,86.2033813504938,5817.878755890792,Fiber,One year,Electronic,2,No
52,31.52504136635433,1138.5836127978864,Fiber,One year,Mailed check,1,No
38,41.00448922195021,1654.7743017912048,DSL,Month-to-month,Mailed check,3,No
30,82.51571393147692,3135.2936651829573,Fiber,Month-to-month,Bank transfer,1,Yes
51,49.339997351111705,3425.951456556558,DSL,Month-to-month,Mailed check,0,No
5,68.12029131392666,360.56965517697853,Fiber,Month-to-month,Mailed check,3,Yes
29,53.09052917720972,1420.6535724655444,DSL,Month-to-month,Credit card,2,No
4,57.672065311024475,365.20029531286457,Fiber,Two year,Mailed check,3,Yes
10,58.98327352135021,711.6512587272626,Fiber,Month-to-month,Electronic,3,Yes
56,48.79729728345467,3426.027680939038,DSL,Month-to-month,Electronic,0,No
17,79.07349143080373,846.0535097401297,DSL,One year,Mailed check,3,No
17,51.16214539738152,729.819928672475,DSL,One year,Bank transfer,2,No
69,70.47060141386807,4303.900834118642,Fiber,Month-to-month,Electronic,2,No
34,48.138049558767904,1130.64624209932,No,One year,Bank transfer,3,No
6,23.971041208466247,332.11325482035966,DSL,Month-to-month,Electronic,1,Yes
53,97.37305747777499,5565.700967140589,Fiber,Month-to-month,Mailed check,1,No
66,84.98580955286225,5284.367583617036,DSL,Month-to-month,Bank transfer,2,No
43,138.66046206393017,6348.447263236642,Fiber,Two year,Mailed check,1,Yes
23,38.680814800052254,1445.448068967186,No,Month-to-month,Bank transfer,0,No
55,63.73118538003908,4472.568195118844,DSL,Month-to-month,Electronic,2,No
16,66.14477557432582,1093.1898336097377,Fiber,Month-to-month,Bank transfer,4,No
8,99.68108314846394,477.566401465645,DSL,Two year,Electronic,2,Yes
4,54.78676317602175,-282.08891309886036,DSL,Month-to-month,Credit card,0,Yes
4,34.868744374724365,-411.4216214610493,DSL,Month-to-month,Electronic,1,Yes
56,106.23427925383007,6574.009988916287,DSL,Month-to-month,Credit card,5,Yes
25,60.50049912216316,754.9648065762539,Fiber,Month-to-month,Mailed check,4,No
67,96.35930529178128,7064.947697374946,Fiber,One year,Bank transfer,4,No
67,92.86595202376634,5787.79827096627,Fiber,One year,Mailed check,4,No
27,69.10328578293101,1523.1856172094344,DSL,Month-to-month,Credit card,3,No
32,64.77058884895756,1996.881115661652,DSL,Month-to-month,Electronic,2,No
50,58.25305581010586,2560.8255157220374,Fiber,Month-to-month,Electronic,1,No
61,69.54420613690031,4708.186451830707,No,Month-to-month,Mailed check,1,No
51,95.89300678511893,5797.215322032453,DSL,Month-to-month,Electronic,1,No
19,46.10679456821262,547.3130180194707,No,One year,Electronic,0,No
21,73.26536890627361,1322.4538274494325,Fiber,Two year,Credit card,1,No
5,36.44105715403577,100.54488212822966,Fiber,Two year,Credit card,4,Yes
42,40.176813008734214,1957.954528113156,Fiber,Two year,Mailed check,0,No
61,69.07183008533127,4136.639495727279,DSL,One year,Credit card,1,No
22,11.195259751185041,939.9244200523688,DSL,One year,Mailed check,3,No
21,131.81675849848156,3341.463886749076,Fiber,Month-to-month,Electronic,1,Yes
70,34.20820135269291,1801.842917890954,DSL,One year,Bank transfer,2,No
1,68.79734462030339,329.28142740771773,No,Month-to-month,Bank transfer,1,Yes
5,105.04653165450594,1285.402276927281,Fiber,Month-to-month,Credit card,2,Yes
12,44.11283983748505,281.9636051663789,DSL,One year,Electronic,3,No
46,0.9190903136585007,-104.85428146848727,Fiber,Month-to-month,Bank transfer,1,No
34,56.65162719625985,1662.1368257463573,DSL,Month-to-month,Electronic,5,Yes
49,43.75538859771643,1890.4762335263522,Fiber,Two year,Electronic,5,No
45,1.708794742239931,-757.330012554727,Fiber,Month-to-month,Electronic,1,Yes
27,78.54669677716596,1456.6033372509557,No,Month-to-month,Credit card,0,No
26,76.21281586698855,2020.2700719103173,Fiber,Two year,Credit card,1,No
47,104.26979363615055,5657.479288225464,Fiber,One year,Bank transfer,3,No
56,36.37532903438838,1730.3380196666078,Fiber,One year,Mailed check,1,No
63,22.025905406589615,1066.2533891408668,No,Month-to-month,Mailed check,0,No
48,57.798307508602484,3625.0792956232867,DSL,Month-to-month,Electronic,3,No
61,67.34972022972715,3554.2042031053634,DSL,Two year,Electronic,2,No
26,97.6404880895949,1708.031108976256,DSL,One year,Mailed check,0,No
36,112.31704015015475,3629.155727336821,DSL,One year,Bank transfer,0,Yes
1,106.4343740172204,-224.95786537996264,Fiber,Month-to-month,Mailed check,1,Yes
8,78.29631000678,-247.35606229329267,Fiber,Month-to-month,Electronic,2,Yes
52,93.98497760512444,4823.197982329166,Fiber,Two year,Electronic,1,No
47,50.78519695692447,2861.1274319062177,DSL,Month-to-month,Electronic,0,No
56,75.05185577425739,3559.9265365010006,Fiber,One year,Mailed check,3,No
14,34.26129582136581,523.447250975916,DSL,Month-to-month,Credit card,0,No
28,71.88056190660619,2210.62357119836,Fiber,One year,Bank transfer,2,Yes
2,72.65940092194037,103.6266642067342,Fiber,Two year,Credit card,1,Yes
26,121.6638581705491,3256.1066073048064,DSL,One year,Mailed check,1,Yes
14,63.1305141552926,982.4908294717019,DSL,Month-to-month,Mailed check,3,No
59,72.70128512959859,3883.011844187101,DSL,One year,Electronic,2,No
56,77.10884247136129,5067.386464402166,No,One year,Credit card,3,No
7,56.3553905233464,1018.3661507015325,No,Month-to-month,Bank transfer,3,Yes
3,45.925218003650585,732.7313526315356,Fiber,Two year,Electronic,5,Yes
23,108.96433974541156,3013.017684416398,DSL,One year,Mailed check,2,No
18,40.57247671119107,-57.18515391507265,Fiber,Two year,Mailed check,0,No
38,30.162457849381802,1609.2045871824917,Fiber,One year,Bank transfer,1,No
15,90.40796137886441,1683.92013445772,Fiber,Month-to-month,Credit card,1,No
64,104.73444526072029,5934.742689214207,DSL,Month-to-month,Bank transfer,2,Yes
28,56.45771027198083,1473.3607100404242,DSL,Month-to-month,Mailed check,3,Yes
39,56.91839537050361,2358.214144112285,Fiber,Two year,Electronic,4,No
57,78.4763057832038,5305.307978704934,DSL,One year,Electronic,0,No
17,48.764419697704504,1191.357063808106,DSL,One year,Electronic,1,No
44,46.548624381640934,1615.8566091530502,DSL,Month-to-month,Electronic,2,No
25,96.38777763959098,3257.388670215756,Fiber,Month-to-month,Bank transfer,2,No
17,88.21393302350856,1521.52674275659,No,One year,Bank transfer,3,No
13,109.33476658954316,1293.431397212515,No,Month-to-month,Electronic,1,Yes
25,32.42232962903513,646.9991424314723,Fiber,Month-to-month,Credit card,1,No
68,54.9261253926815,2923.198907690775,Fiber,One year,Electronic,2,No
10,78.43538686808358,729.4691167727647,DSL,Month-to-month,Mailed check,0,Yes
67,42.23137450676901,3078.2447206063525,Fiber,Month-to-month,Electronic,3,No
18,89.2506231146395,1413.8195523009028,DSL,Month-to-month,Mailed check,3,Yes
34,106.73881261678996,3839.345867594638,Fiber,Month-to-month,Electronic,3,Yes
8,52.499260833179555,-12.201448791653945,DSL,Two year,Mailed check,3,Yes
40,71.157758206811,2775.84637113363,DSL,Month-to-month,Mailed check,2,No
42,113.6685607024335,4932.349712806523,DSL,Month-to-month,Credit card,5,Yes
41,123.97814725056998,5177.934475805079,DSL,Month-to-month,Electronic,3,Yes
6,92.37403753181212,-248.48831966865043,DSL,One year,Electronic,1,Yes
52,87.80287519580827,4346.246534746415,DSL,Month-to-month,Electronic,4,No
26,44.38790395945264,1992.8169681020718,No,One year,Bank transfer,2,No
64,80.77628201373523,4923.459011713796,Fiber,Month-to-month,Electronic,2,No
59,86.70462522324995,5123.476660227667,Fiber,Month-to-month,Credit card,0,No
56,63.68889524316863,3523.200258342971,No,Month-to-month,Mailed check,1,No
59,52.15671236333013,3861.365908896303,No,Two year,Mailed check,2,No
70,31.56106979569435,2854.4589467959395,Fiber,Two year,Bank transfer,1,No
33,17.86810734846123,993.4130424086253,No,Month-to-month,Electronic,3,No
53,11.563494600365111,126.24405713308403,DSL,One year,Electronic,5,No
22,87.38327718601785,2102.0236226884326,DSL,Two year,Mailed check,2,No
21,74.43097975680331,1847.0214464304354,Fiber,Month-to-month,Bank transfer,2,No
70,55.485666053767105,3534.69420596567,Fiber,Two year,Electronic,2,No
